Severity,Date/Time,Latitude,Longitude,City,State,Number,Street,Description
4,2017-02-25 15:23:15,41.7412,-106.8303,Hanna,WY,,I-80 E,Closed at I-80 - Road closed due to accident.
4,2018-03-31 22:57:24,41.1133,-104.8568,Cheyenne,WY,,I-80 E,Closed between I-25/US-87/Exit 359 and I-80-BL/US-30-BR/Exit 401 - Road closed due to accident.
4,2017-07-19 13:17:44,43.6895,-109.9594,Dubois,WY,3415, US Highway 26,Closed between Bourbon St and US-191/US-89 - Road closed due to accident.
4,2019-11-06 14:01:46,44.1664,-105.6478,Gillette,WY,2, Clarkelen Rd,Closed between Clarkelen Rd and WY-387/Archibald Rd/Pine Tree Rd - Road closed due to accident.
3,2018-04-06 09:09:11,41.7434,-106.8918,Hanna,WY,,US-30 E,Right lane blocked due to accident on I-80 Eastbound after Exit 228 / City Road 347.
3,2018-11-25 01:22:49,41.3115,-105.6141,Laramie,WY,,I-80 W,Entry ramp to I-80 Westbound from Snowy Range Rd both ways closed due to winter storm.
4,2019-10-28 13:21:55,42.3634,-107.443,Rawlins,WY,,WY-220,Closed at CR-407/Kortes Rd - Road closed due to accident.
4,2018-06-26 19:01:44,41.6008,-109.9541,Green River,WY,,US-30 E,Closed between Railroad Ave and Lyman - Road closed due to accident.
4,2019-01-18 07:08:23,41.1559,-104.6558,Cheyenne,WY,,Archer Pkwy,Closed at I-80 - Road closed due to accident.
2,2018-11-19 11:19:02,44.796,-108.5282,Lovell,WY,,W Main St,At Lovell - Accident. Lane blocked.
2,2019-02-15 20:27:30,41.8962,-106.2167,Hanna,WY,,Lincoln Hwy,Between US-287/US-30/Lincoln Hwy and WY-72 - Accident. Lane blocked.
4,2019-04-05 17:00:44,43.2137,-108.9563,Riverton,WY,10131, US Highway 26,Closed between US-26 and US-26/Main St - Road closed due to accident.
4,2020-01-30 13:28:48,40.9996,-109.4309,Rock Springs,WY,,US Highway 191,Closed between Utah/Wyoming State Line and Rock Springs Solid Waste Rd - Road closed due to accident.
3,2018-09-14 09:00:44,41.328,-105.6145,Laramie,WY,,W Curtis St,Entry ramp to I-80 Westbound from W Curtis St closed due to recovery work and accident.
2,2017-11-05 01:12:27,44.2787,-106.5636,Buffalo,WY,,I-90 E,At Tipperary Rd/Red Hills/Exit 65 - Accident.
4,2016-12-11 01:50:54,41.3587,-110.3326,Lyman,WY,,I-80 W,Closed between WY-412/WY-414/Exit 39 and WY-150/Front St/Exit 5 - Road closed due to accident.
4,2018-12-04 11:22:48,41.8694,-104.8746,Wheatland,WY,,I-25 S,Closed between Slater Rd/Exit 65 and I-25-BL/Exit 54 - Road closed due to accident.
2,2018-03-05 14:54:13,43.4509,-104.2063,Lance Creek,WY,,US-85 N,At Morissey Rd/Cheyenne River Rd - Accident. Lane blocked.
4,2017-02-25 15:35:24,41.3234,-105.6154,Laramie,WY,,I-80 W,Closed between I-80-BL/Curtis Street/Exit 310 and WY-76/Exit 221 - Road closed due to accident.
2,2017-02-10 14:09:00,41.5393,-106.0792,Rock River,WY,,I-80 W,At Cooper Cove Road/Exit 279 - Accident.
3,2019-09-25 06:26:53,41.1353,-104.7047,Cheyenne,WY,,I-80 W,Right lane blocked due to accident on I-80 Westbound near Exit 367 Campstool Rd. No recent updates.
4,2018-11-29 17:07:47,41.3318,-110.4283,Fort Bridger,WY,,I-80 W,Closed between WY-412/WY-414/Exit 39 and WY-150/Front St/Exit 5 - Road closed due to accident.
2,2018-12-22 10:58:05,41.5551,-109.3156,Rock Springs,WY,,I-80 E,At US-191/Flaming Gorge Rd/Exit 99 - Accident. Left lane blocked.
4,2017-06-16 18:03:26,41.3122,-107.7508,Rawlins,WY,,WY-789,Closed at Standard Rd - Road closed due to accident.
2,2018-11-06 05:42:53,42.8527,-106.2656,Evansville,WY,,I-25 N,At WY-258/Curtis St/WY Blvd/Exit 185 - Accident. Right lane blocked.
2,2019-03-06 12:39:47,44.4096,-106.7303,Buffalo,WY,,I-90 E,At Rock Creek Road/Exit 53 - Accident. Roadway reduced to 1 lane. Lane blocked.
3,2019-05-10 15:02:15,42.781,-105.5107,Douglas,WY,,I-25 N,At CR-30/Cherokee/Sunflower/Exit 146 - Accident. Blocked ahead.
2,2016-10-06 16:31:55,42.7314,-105.34,Douglas,WY,,US-20 E,Between I-25-BL/Exit 135 and US-18/US-20/Exit 126 - Accident.
4,2016-12-27 16:16:51,43.54,-110.7362,Jackson,WY,,S US Highway 191,Closed at Broadway Ave/Cache Dr - Road closed due to accident.
4,2019-07-23 17:53:21,41.7843,-104.7919,Chugwater,WY,,I-25 Bus N,Left lane blocked due to accident on I-25 Southbound from Exit 65 WY-314 Slater Rd to Exit 57 I-25-BL Ty Basin Rd.
2,2016-08-01 08:41:06,44.0548,-108.7205,Worland,WY,4057, State Highway 120,Between Little Buffalo Basin Rd and East Thermopolis - Accident.
2,2017-09-04 10:06:51,41.0977,-105.1681,Granite Canon,WY,,I-80 W,At Harriman Rd/Exit 342 - Accident. Right lane blocked.
2,2019-02-16 08:28:59,41.7537,-106.9583,Sinclair,WY,,I-80 W,At Exit 228 - Accident. Left lane blocked.
3,2018-04-24 07:20:37,44.5199,-106.8009,Buffalo,WY,,I-90 E,Right lane blocked due to accident on I-90 Eastbound at Exit 44 US-87.
4,2017-02-23 08:46:34,41.5567,-109.3124,Rock Springs,WY,,I-80 W,Closed between US-191/Flaming Gorge Rd/Exit 99 and I-90-BL/US-30-BL/Exit 91 - Road closed due to accident.
4,2018-01-21 11:20:12,41.5464,-106.0871,Rock River,WY,,I-80 E,Closed between Cooper Cove Road/Exit 279 and I-80-BL/Curtis Street/Exit 310 - Road closed due to accident.
3,2018-05-21 06:23:07,41.741,-106.5702,Hanna,WY,,I-80 W,Lane blocked due to accident on I-80 Westbound at Exit 255 / WY-72.
4,2018-10-15 21:09:58,42.069,-104.1996,Torrington,WY,4806, US Highway 26/85,Closed at Van Tassell - Road closed due to accident.
3,2019-05-07 07:19:27,41.6717,-107.9869,Wamsutter,WY,,I-80 E,At CR-423/Wamsutter-Crooks/Exit 173 - Accident. Blocked ahead.
3,2017-09-17 17:27:09,43.629,-106.5758,Kaycee,WY,,US-87 S,Between Exit 246 and Tisdale Mountain Rd/Exit 235 - Accident.
2,2019-10-24 06:21:11,44.2802,-104.753,Moorcroft,WY,,I-90 E,At Pine Ridge Road/Exit 165 - Accident.
4,2018-11-18 15:06:07,41.7845,-104.7903,Chugwater,WY,,I-25 Bus N,Closed at I-25 (North) - Road closed due to accident.
4,2017-02-02 09:02:09,41.0586,-104.8821,Cheyenne,WY,,US-87 S,Closed at Terry Ranch Rd/Exit 2 - Road closed due to accident.
2,2020-01-23 06:02:34,41.5535,-109.596,Green River,WY,,I-80 W,Between WY-372/Exit 83 and WY-374/Exit 68 - Accident. Right lane blocked.
4,2017-02-25 23:27:17,41.7778,-107.2323,Rawlins,WY,,US-30 E,Closed between Higley Blvd/Exit 214 and I-80-BL/Curtis Street/Exit 310 - Road closed due to accident.
4,2017-08-07 01:10:19,42.3712,-107.4295,Rawlins,WY,,WY-220,Closed at CR-407/Kortes Rd - Road closed due to accident.
4,2016-11-22 08:54:04,41.2906,-105.5275,Laramie,WY,,I-80 E,Closed between I-80-BL/US-30/E Grand Ave/Exit 316 and Roundtop Rd - Road closed due to accident.
4,2017-11-20 15:38:45,41.1035,-104.8507,Cheyenne,WY,,US-87 S,Closed between I-25-BL/College Drive/Exit 7 and Wyoming/Colorado State Line - Road closed due to accident.
4,2020-12-24 09:56:24,41.0612,-104.8767,Cheyenne,WY,,High Plains Rd,Lane blocked due to accident on I-25 Northbound between Exit 2 WY-223 I-25 Service Rd and Exit 4 High Plains Rd.
2,2017-08-21 11:21:41,42.6273,-105.1434,Douglas,WY,,US-87 N,At US-18/US-20/Exit 126 - Accident.
4,2018-07-15 14:30:43,41.1153,-104.8446,Cheyenne,WY,,I-80 W,At I-25/US-87/Exit 359 - Accident. Blocked ahead.
2,2018-02-26 14:56:28,42.9169,-106.3372,Casper,WY,,US-87 S,At Wardwell Rd/Exit 191 - Accident.
3,2019-01-02 11:30:06,41.9317,-104.9439,Wheatland,WY,,US-87 S,At Bordeaux Rd/Exit 70 - Accident. Blocked ahead.
2,2016-10-27 09:02:49,42.0788,-104.9697,Wheatland,WY,,US-87 S,At I-25-BL/US-87-BR/Exit 80 - Accident.
3,2019-02-13 09:13:48,41.3909,-105.8207,Laramie,WY,,I-80 E,At WY-12/Herrick Lane/Exit 297 - Accident. Blocked ahead.
2,2016-08-01 08:41:06,43.7476,-108.4223,Thermopolis,WY,1376, State Highway 120,Between East Thermopolis and Little Buffalo Basin Rd - Accident.
4,2018-03-16 10:34:38,41.2906,-105.5275,Laramie,WY,,I-80 E,Closed between I-80-BL/US-30/E Grand Ave/Exit 316 and Roundtop Rd - Road closed due to accident.
3,2018-06-19 15:32:54,44.1971,-108.8698,Meeteetse,WY,5444, State Highway 120,Between Meeteetse Creek Rd and Thermopolis - Accident. Lane blocked.
4,2018-07-22 19:02:13,43.3252,-104.1343,Lance Creek,WY,,US Highway 18,Closed at Wyoming/South Dakota State Line - Road closed due to accident.
3,2019-01-10 09:01:24,43.6524,-105.4686,Gillette,WY,,State Highway 59 S,At Edwards Rd - Accident. Blocked ahead.
4,2017-02-25 15:23:15,41.5522,-105.6816,Bosler,WY,2, State Highway 34,Closed between Wheatland and I-80 - Road closed due to accident.
4,2017-01-12 20:27:10,41.7126,-107.7986,Wamsutter,WY,,I-80 W,Closed at CR-423/Wamsutter-Crooks/Exit 173 - Road closed due to accident.
2,2017-03-19 10:06:46,42.9878,-106.3335,Casper,WY,,US-87 S,At Ormsby Rd/Exit 197 - Accident.
3,2017-12-03 03:06:23,44.274,-104.8213,Moorcroft,WY,,I-90 W,At Wind Creek Road/Exit 160 - Jackknifed articulated truck.
4,2016-10-09 05:03:46,42.7109,-110.9335,Afton,WY,87498, US Highway 89,Closed between Sky View Ln and WY-241 - Road closed due to accident.
3,2016-10-25 09:06:52,41.1713,-104.8395,Cheyenne,WY,,US-87 S,At I-25-BL/US-85/Central Ave/Exit 12 - Accident.
4,2019-09-28 20:31:27,41.1133,-104.8568,Cheyenne,WY,,I-80 E,Closed at I-25/US-87/Exit 359 - Road closed due to accident.
2,2017-01-12 05:49:34,41.5249,-109.437,Green River,WY,,I-80 W,At I-90-BL/US-30-BL/Exit 91 - Accident.
3,2018-11-25 01:22:49,41.7881,-107.193,Rawlins,WY,,US-287 S,Entry ramp to I-80 Eastbound from US-287 both ways closed due to winter storm.
3,2018-11-25 01:22:49,41.1574,-105.4039,Buford,WY,,Vedauwoo Glen Rd,Entry ramp to I-80 Eastbound from Vedauwoo Glen Rd both ways closed due to winter storm.
4,2017-11-14 07:35:23,41.5218,-109.4544,Green River,WY,864, E Flaming Gorge Way,Closed at I-80 (East) - Road closed due to accident.
3,2019-12-30 18:12:34,41.6792,-108.7864,Rock Springs,WY,,I-80 E,At CR-415/9 Mile Rd/Exit 130 - Accident. Two lanes blocked.
3,2018-04-16 06:09:48,41.2617,-110.9824,Evanston,WY,,I-80 E,Accident on entry ramp to I-80 Eastbound from Harrison Dr Northbound.
4,2019-01-17 22:07:36,41.3234,-105.6154,Laramie,WY,,I-80 W,Closed between WY-130/WY-230/Snowy Range/Exit 311 and US-30/US-287/WY-130/Exit 235 - Road closed due to accident. emergency vehicles at scene.
4,2017-09-04 08:13:36,41.1264,-105.323,Laramie,WY,,I-80 W,Closed at Vedauwoo Rd/Exit 329 - Road closed due to accident.
4,2018-12-05 16:30:49,41.5442,-109.9027,Mc Kinnon,WY,,I-80 W,Closed between WY-374/Exit 68 and I-80-BL/US-189-BR/Bear River/Exit 6 - Road closed due to accident.
3,2019-02-07 13:45:40,41.7859,-107.4081,Rawlins,WY,,I-80 W,Between Knobs Rd/Exit 204 and Riner Rd/Exit 196 - Accident. Winter storm.
3,2019-09-02 14:56:34,41.2436,-105.4402,Laramie,WY,,US-30 E,Between WY-210/Happy Jack Road/Exit 323 and Vedauwoo Rd/Exit 329 - Accident.
2,2016-12-05 02:22:27,45.0008,-107.298,Parkman,WY,,US-87 N,Between Montana/Wyoming State Line and CR-382/Exit 549 - Jackknifed articulated truck.
3,2018-10-22 07:54:43,44.3386,-105.5283,Gillette,WY,6097, Hannum Rd,At I-90-BL/Skyline Dr - Accident.
4,2018-06-25 05:53:06,41.3682,-110.2941,Fort Bridger,WY,,I-80 W,Closed between WY-413/Exit 41 and WY-412/WY-414/Exit 39 - Road closed due to accident.
3,2019-01-31 08:57:27,41.6973,-106.3874,Hanna,WY,,I-80 E,At Elk Mtn Medicine Bow Rd/Exit 260 - Accident. Blocked ahead.
2,2016-12-12 18:39:25,43.5435,-111.0456,Wilson,WY,,State Highway 22,At Wyoming/Idaho State Line - Accident.
3,2019-02-06 03:43:17,41.7542,-106.9613,Rawlins,WY,,I-80 E,Right lane blocked due to accident on I-80 Westbound near Exit 228 County Road 347.
2,2016-10-07 22:36:50,41.5323,-109.3758,Green River,WY,,I-80 W,At I-90-BL/US-30-BL/Exit 91 - Accident.
3,2019-09-28 18:02:58,41.1247,-105.3024,Laramie,WY,,I-80 E,At North Buford Rd/Exit 335 - Accident. Blocked ahead.
4,2017-09-04 09:35:21,42.1348,-104.3455,Lingle,WY,181, Main St,Closed at State Highway 156 - Road closed due to accident.
4,2018-04-30 22:33:27,41.1279,-104.8103,Cheyenne,WY,,US-85 S,Closed at I-180/US-85/Exit 362 - Road closed due to accident.
4,2017-01-08 06:32:53,41.44,-105.9379,Laramie,WY,,I-80 W,Closed at Quealy Dome Rd/Exit 290 - Road closed due to accident.
4,2016-07-22 10:51:37,43.282,-108.1238,Shoshoni,WY,,US-20 W,Closed at Pavillion - Road closed due to accident.
3,2018-10-22 07:54:43,44.331,-105.5293,Gillette,WY,1998, Oil Dr,At US-14/US-16 - Accident.
2,2019-08-09 14:08:59,41.1153,-104.8446,Cheyenne,WY,,I-80 W,At I-25/US-87/Exit 359 - Accident. Right lane blocked.
2,2016-11-22 11:16:56,42.857,-106.2947,Casper,WY,,I-25 N,At US-20/US-26/US-87/Exit 186 - Accident.
4,2018-02-15 07:28:04,41.7808,-107.2174,Rawlins,WY,,I-80 W,Closed between Higley Blvd/Exit 214 and WY-789/I-80-BL/Exit 211 - Road closed due to accident.
2,2018-05-03 08:59:39,43.5433,-111.0453,Wilson,WY,,State Highway 22,Between Wyoming/Idaho State Line and ID-31/Center St - Accident. Rockfalls. Lane blocked.
2,2017-03-08 13:58:43,41.2872,-104.8493,Cheyenne,WY,,US-87 N,Between Ridley Rd/Exit 21 and CR-224/Atlas Rd/Exit 25 - Accident.
4,2019-02-11 18:54:17,43.0674,-111.0116,Etna,WY,110198, US Highway 89,Closed at Irwin - Road closed due to accident.
3,2016-07-22 19:12:24,41.3283,-110.4546,Fort Bridger,WY,,I-80 W,Between Union Rd/Exit 33 and I-80-BL/US-189-BR/Bear River/Exit 6 - Accident.
3,2018-11-25 01:22:49,41.6345,-106.2827,Hanna,WY,,Elk Mountain Arlington Rd,Entry ramp to I-80 Westbound from Wagon Hound Rd both ways closed due to winter storm.
2,2017-01-26 06:12:05,41.6051,-106.2268,Rock River,WY,,I-80 W,At Wagonhound Road/Exit 267 - Accident.
4,2018-09-03 10:59:09,41.5619,-104.2861,Meriden,WY,3884, Torrington Rd,Closed at La Grange - Road closed due to accident.
3,2019-02-28 10:15:02,42.3978,-109.5446,Boulder,WY,,US-191 N,Between Pinedale and Upper Hoback Road 23/174 - Accident. Blocked ahead.
3,2019-03-22 17:29:44,41.1243,-104.7598,Cheyenne,WY,,I-80 W,At I-80-BL/WY-212/College Dr/Exit 364 - Accident. Blocked ahead.
2,2017-08-18 18:07:36,41.1244,-105.3018,Laramie,WY,,US-30 E,Between North Buford Rd/Exit 335 and Remount Rd/Exit 339 - Accident.
3,2018-11-25 01:22:49,41.3076,-105.6148,Laramie,WY,515,S Adams St,Entry ramp to I-80 Eastbound from Snowy Range Rd both ways closed due to winter storm.
4,2017-06-27 06:20:47,41.1148,-104.8458,Cheyenne,WY,,I-80 E,Closed between I-25/US-87/Exit 359 and I-180/US-85/Exit 362 - Road closed due to accident.
3,2018-11-25 01:22:49,41.5395,-109.4786,Green River,WY,,I-80 E,Entry ramp to I-80 Eastbound from W Flaming Gorge Way both ways closed due to winter storm.
3,2018-12-22 08:19:50,41.2624,-105.6937,Laramie,WY,2, Hart Rd,At Hart Rd - Accident. Blocked ahead.
3,2019-01-21 05:21:41,41.2387,-105.4379,Laramie,WY,,I-80 E,Right lane blocked due to accident on I-80 Westbound near Exit 323 WY-210.
2,2016-11-06 06:35:38,41.5427,-109.6671,Mc Kinnon,WY,,US-30 E,At WY-372/Exit 83 - Accident.
3,2018-11-25 01:22:49,41.5962,-106.2098,Rock River,WY,,Elk Mountain Arlington Rd,Entry ramp to I-80 Eastbound from Elk Mountain Arlington Rd both ways closed due to winter storm.
3,2019-03-08 22:52:16,44.9811,-107.2879,Parkman,WY,,I-90 W,Between CR-65/Barker Rd/Exit 1 and CR-382/Exit 549 - Accident. Jackknifed articulated truck. Roadway reduced to 1 lane. Heavy snowfall.
2,2018-09-18 11:45:12,43.5832,-110.7312,Jackson,WY,,S US Highway 191,Accident on US-89 US Highway 191 Northbound at Golf Course Rd.
2,2018-05-03 08:59:39,43.4737,-110.7874,Jackson,WY,1124, W Broadway Ave,At WY-22/Buffalo Way - Accident. Rockfalls. Lane blocked.
4,2016-11-22 10:45:55,41.2906,-105.5275,Laramie,WY,,I-80 E,Closed between I-80-BL/US-30/E Grand Ave/Exit 316 and Roundtop Rd - Road closed due to accident.
4,2018-11-18 17:21:07,41.7538,-104.832,Chugwater,WY,,I-25 N,Closed between I-25-BL/Exit 54 and I-25-BL/US-87-BR/Exit 78 - Road closed due to accident.
4,2017-06-27 15:52:46,43.1192,-105.2597,Douglas,WY,2700, State Highway 59,Closed between CR-60/Esau Rd and Manville - Road closed due to accident.
4,2019-11-11 08:29:48,41.6151,-109.1223,Rock Springs,WY,,I-80 W,Closed between Baxter Rd/Exit 111 and I-80-BL/US-30-BR/Exit 107 - Road closed due to accident.
4,2019-01-17 21:26:22,41.3234,-105.6154,Laramie,WY,,I-80 W,Closed between WY-130/WY-230/Snowy Range/Exit 311 and US-30/US-287/WY-130/Exit 235 - Road closed due to accident.
2,2019-01-29 07:41:21,44.8799,-107.2614,Ranchester,WY,8406,US Highway 14,Lane blocked due to accident on US-14 near WY-343.
4,2017-02-01 12:48:00,44.8333,-106.9627,Sheridan,WY,,US-87 N,Closed between I-90-BL/Main St/Exit 20 and US-14/Exit 9 - Road closed due to accident.
3,2019-04-30 05:52:46,41.0334,-107.6579,Baggs,WY,,Gibson St,At Hayden - Accident. Single alternate lane traffic.
3,2018-06-01 03:35:59,41.7396,-106.6242,Hanna,WY,,I-80 W,Left lane blocked due to accident on I-80 Westbound after Exit 255 / WY-72.
3,2019-12-28 20:53:48,41.1757,-104.0759,Pine Bluffs,WY,,Parsons Ave,Left lane blocked due to accident on I-80 Eastbound between Exit 370 US-30 Archer Pkwy and Exit 401 I-80-BL Parsons St.
3,2019-02-07 12:21:41,41.7534,-107.5556,Wamsutter,WY,,I-80 W,At Riner Rd/Exit 196 - Accident. Blocked ahead.
3,2018-04-13 05:53:11,41.5284,-109.4043,Green River,WY,,I-80 W,Ight lane blocked due to accident on I-80 Westbound after Exit 99 US-191 Foothill Blvd.
4,2018-06-19 15:33:38,44.1971,-108.8698,Meeteetse,WY,5444, State Highway 120,Closed between CR-3LE/Burlington-Meeteetsee Rd and WY-170 - Road closed due to accident. Lane blocked.
2,2018-10-19 07:44:36,44.2865,-105.3416,Rozet,WY,13401,State Highway 51,Accident on WY-51 near Moran Ranch Rd.
4,2019-06-29 12:09:20,44.4641,-109.017,Cody,WY,3001, State Highway 120,Closed between Cody Landfill Rd and Greybull Hwy - Road closed due to accident.
3,2018-11-25 01:22:49,41.5547,-109.5895,Green River,WY,,WY-372,Entry ramp to I-80 Eastbound from WY-372 both ways closed due to winter storm.
4,2019-10-28 13:21:55,42.5586,-106.8493,Alcova,WY,28961, State Highway 220,Closed at US-287/WY-789 - Road closed due to accident.
2,2018-03-29 09:09:24,41.6314,-106.2794,Hanna,WY,,I-80 W,At Wagonhound Road/Exit 267 - Accident. Left lane blocked.
4,2020-05-19 13:40:47,41.3669,-110.2995,Fort Bridger,WY,,I-80 E,Left lane blocked due to accident on I-80 Eastbound from Exit 39 WY-412 State Hwy 414 to Exit 41 CR-231.
2,2018-01-22 07:00:42,41.1587,-104.6276,Cheyenne,WY,,I-80 W,At US-30/Exit 370 - Accident. Blocked ahead.
4,2017-02-25 15:46:08,42.8553,-106.2754,Casper,WY,,I-25 S,Closed between WY-258/Curtis St/WY Blvd/Exit 185 and I-25-BL/Exit 165 - Road closed due to accident.
2,2017-12-28 05:49:01,41.6476,-108.6816,Rock Springs,WY,,US-30 W,Between Black Butte Road/Exit 136 and CR-415/9 Mile Rd/Exit 130 - Accident. Left lane blocked.
4,2017-05-22 15:05:42,41.1133,-104.8568,Cheyenne,WY,,I-80 E,Closed between I-25/US-87/Exit 359 and I-180/US-85/Exit 362 - Road closed due to accident.
3,2019-05-09 15:50:16,43.2341,-108.069,Shoshoni,WY,,US Highway 20,At Mills - Accident. Lane blocked.
3,2019-02-08 08:30:49,41.7459,-107.6118,Wamsutter,WY,,I-80 W,Left lane blocked due to accident on I-80 Westbound after Exit 196 CR-4-47 Riner Rd.
4,2017-02-25 15:35:24,41.7717,-107.0891,Rawlins,WY,,US-30 E,Closed between WY-76/Exit 221 and I-80-BL/Curtis Street/Exit 310 - Road closed due to accident.
2,2018-01-15 18:45:15,43.4588,-110.7933,Jackson,WY,1428, S US Highway 89,Between WY-22/Buffalo Way and US-26/US-89 - Accident.
4,2019-02-07 19:17:56,41.7859,-107.4081,Rawlins,WY,,I-80 W,Closed between Hadsell Rd/Exit 206 and US-191/Elk Street/Exit 104 - Road closed due to accident. Slippery road. Blocked ahead. Winter storm.
4,2016-10-17 12:39:29,41.2162,-104.838,Cheyenne,WY,,US-87 N,Between WY-211/Horse Creek Rd/Exit 16 and Bear Creek Rd/Exit 47 - Accident.
4,2017-03-12 21:31:53,41.1007,-105.0617,Cheyenne,WY,,I-80 W,Closed between Otto Rd/Exit 348 and North Buford Rd/Exit 335 - Road closed due to accident.
4,2017-02-23 10:05:47,41.2886,-105.5242,Laramie,WY,,I-80 W,Closed at I-80-BL/US-30/E Grand Ave/Exit 316 - Road closed due to accident.
4,2017-02-28 17:24:52,41.9666,-104.9523,Wheatland,WY,,US-87 S,Closed between WY-34/Exit 73 and Bordeaux Rd/Exit 70 - Road closed due to accident.
2,2016-08-15 08:42:31,43.6291,-106.5745,Kaycee,WY,,US-87 N,At Exit 246 - Accident.
4,2018-11-18 15:03:07,41.4052,-104.8738,Cheyenne,WY,,I-25 N,Closed at Whitaker Rd/Exit 29 - Road closed due to accident.
3,2018-02-15 03:51:00,41.7782,-107.2244,Rawlins,WY,,S Higley Blvd,Left lane blocked due to accident and secondary accidents on I-80 Eastbound at Exit 214 WY-71 Higley Blvd.
2,2016-12-30 18:30:03,44.2065,-106.2227,Buffalo,WY,,I-90 E,At Powder River Road/Exit 88 - Accident.
4,2019-01-17 21:39:06,41.7433,-106.832,Hanna,WY,22, US Highway 30,Closed between US-30/US-287/WY-130/Exit 235 and US-287/US-30 - Road closed due to accident. emergency vehicles at scene.
3,2018-11-25 01:22:49,41.0978,-105.1137,Granite Canon,WY,,I-80 E,Entry ramp to I-80 Eastbound from Warren Rd both ways closed due to winter storm.
4,2018-07-07 13:26:20,41.8135,-107.2266,Rawlins,WY,,US-287 N,Closed between WY-789/3rd St and WY-220 - Road closed due to accident.
3,2018-12-26 09:37:33,41.7741,-107.4622,Rawlins,WY,,I-80 W,At Daley Rd/Exit 201 - Accident. Right lane blocked.
2,2018-04-24 07:43:55,44.9162,-107.1444,Ranchester,WY,,US-14 E,Between US-14/Exit 9 and Buffalo Rest Area - Accident. Right lane blocked.
2,2016-09-25 14:38:00,41.5641,-109.5479,Green River,WY,,US-30 E,At Covered Wagon Rd/Exit 85 - Accident.
4,2017-03-12 16:42:24,41.3089,-110.7357,Evanston,WY,,US-189 N,Closed between US-189/Exit 18 and Coal Rd/Exit 21 - Road closed due to accident.
3,2019-03-06 08:34:51,41.7297,-107.7237,Wamsutter,WY,,I-80 W,At WY-789/Baggs Rd/Exit 187 - Accident. Blocked ahead.
2,2018-01-15 18:45:15,43.3225,-110.7308,Jackson,WY,10967, S US Highway 89,Between US-189/US-191 and US-89 - Accident.
3,2017-07-12 16:16:46,41.1183,-104.8093,Cheyenne,WY,,I-80 E,Between I-180/US-85/Exit 362 and I-80-BL/WY-212/College Dr/Exit 364 - Accident.
2,2020-10-23 09:17:42,42.8142,-106.4236,Casper,WY,3401,Whispering Springs Rd,Accident on King Salmon Dr at Whispering Springs Rd.
2,2017-01-12 21:17:40,44.2635,-104.9544,Moorcroft,WY,278, US Highway 14,Between Powder River Ave and Buffalo Creek Rd - Accident.
3,2018-11-25 01:22:49,41.7813,-107.127,Sinclair,WY,,US-287 N,Entry ramp to I-80 Westbound from Carbon County 351 both ways closed due to winter storm.
4,2016-08-22 12:52:47,41.549,-104.8891,Cheyenne,WY,,US-87 S,At CR-238/Exit 39 - Accident.
3,2018-07-12 18:38:13,41.7426,-106.7788,Hanna,WY,,I-80 E,At Exit 238 - Accident.
2,2016-12-14 10:18:46,41.2708,-110.8626,Evanston,WY,,I-80 E,At Painter Rd/Exit 10 - Accident.
3,2016-09-05 11:25:17,41.3506,-105.6466,Laramie,WY,,I-80 E,At before I-80-BL/Curtis Street/Exit 310 - Accident.
4,2018-01-12 08:37:00,41.5975,-106.2018,Rock River,WY,,I-80 E,Closed between WY-13/Exit 272 and I-80-BL/Curtis Street/Exit 310 - Road closed due to accident.
4,2017-01-24 10:36:55,41.3552,-110.3432,Lyman,WY,,I-80 E,Closed between WY-412/WY-414/Exit 39 and WY-413/Exit 41 - Road closed due to accident.
3,2018-03-29 08:11:07,41.1757,-104.0758,Pine Bluffs,WY,,Parsons Ave,Two lanes blocked due to accident on I-80 Westbound at Exit 401 I-80 Bus Parsons Ave.
4,2020-10-21 18:53:00,43.5476,-109.6667,Dubois,WY,1498, W Ramshorn St,Road US-287 is closed from Rams Horn St (US-287) to Buffalo Valley Rd (US-287) due to accident.
3,2018-11-25 01:22:49,41.1043,-105.2304,Cheyenne,WY,,Remount Rd,Entry ramp to I-80 Eastbound from Remount Rd both ways closed due to winter storm.
4,2016-12-27 16:16:51,43.5178,-110.7484,Jackson,WY,1979, N US Highway 89,Closed at NF-30310/Cunningham Cabin Hist Site - Road closed due to accident.
2,2017-07-05 05:51:59,41.7817,-107.1358,Sinclair,WY,,US-30 E,At Lincoln Ave/Exit 219 - Accident.
4,2016-07-11 04:29:46,44.7689,-107.524,Dayton,WY,,US-14A E,Closed at Bridger - Road closed due to accident.
4,2018-12-20 13:54:22,44.7964,-108.502,Lovell,WY,199, E Main St,Closed between Mountain View St and Lovell - Road closed due to accident.
4,2017-06-16 18:03:26,41.3009,-107.74,Rawlins,WY,,WY-789,Closed at CR-701/Wamsutter Rd/Wild Cow Rd - Road closed due to accident.
4,2019-12-26 06:08:03,43.0304,-108.3806,Riverton,WY,801, E Pershing Ave,Closed between Pershing Ave and Idaho St - Road closed due to accident.
3,2018-11-06 05:53:29,43.6554,-106.6287,Kaycee,WY,,Old Highway 87,Right lane closed due to accident on I-25 Southbound before Exit 249 WY-196 Old Highway 87.
2,2019-02-05 10:47:35,43.3412,-110.7227,Jackson,WY,9687, S US Highway 89,At US-191 - Accident. Icy patches. Lane blocked.
