State,Severity,Year,Month,Day,Counter
MA,2,2017,October,31,10
MA,2,2017,September,01,9
MA,2,2017,September,04,6
MA,2,2017,September,05,17
MA,2,2017,September,06,17
MA,2,2017,September,07,19
MA,2,2017,September,08,18
MA,2,2017,September,11,16
MA,2,2017,September,12,10
MA,2,2017,September,13,9
MA,2,2017,September,14,11
MA,2,2017,September,15,17
MA,2,2017,September,16,1
MA,2,2017,September,17,1
MA,2,2017,September,18,14
MA,2,2017,September,19,13
MA,2,2017,September,20,21
MA,2,2017,September,21,12
MA,2,2017,September,22,15
MA,2,2017,September,24,1
MA,2,2017,September,25,13
MA,2,2017,September,26,13
MA,2,2017,September,27,16
MA,2,2017,September,28,9
MA,2,2017,September,29,13
MA,2,2018,April,01,2
MA,2,2018,April,02,4
MA,2,2018,April,03,10
MA,2,2018,April,04,5
MA,2,2018,April,05,7
MA,2,2018,April,06,3
MA,2,2018,April,08,4
MA,2,2018,April,09,8
MA,2,2018,April,10,8
MA,2,2018,April,11,5
MA,2,2018,April,12,8
MA,2,2018,April,13,3
MA,2,2018,April,16,8
MA,2,2018,April,17,7
MA,2,2018,April,18,5
MA,2,2018,April,19,7
MA,2,2018,April,20,3
MA,2,2018,April,21,2
MA,2,2018,April,22,2
MA,2,2018,April,23,14
MA,2,2018,April,24,22
MA,2,2018,April,25,16
MA,2,2018,April,26,11
MA,2,2018,April,27,7
MA,2,2018,April,29,1
MA,2,2018,April,30,11
MA,2,2018,August,01,6
MA,2,2018,August,02,7
MA,2,2018,August,03,7
MA,2,2018,August,05,1
MA,2,2018,August,06,6
MA,2,2018,August,07,6
MA,2,2018,August,08,21
MA,2,2018,August,09,16
MA,2,2018,August,10,14
MA,2,2018,August,11,6
MA,2,2018,August,12,2
MA,2,2018,August,13,12
MA,2,2018,August,14,12
MA,2,2018,August,15,8
MA,2,2018,August,16,11
MA,2,2018,August,17,9
MA,2,2018,August,18,1
MA,2,2018,August,19,2
MA,2,2018,August,20,4
MA,2,2018,August,21,8
MA,2,2018,August,22,8
MA,2,2018,August,23,9
MA,2,2018,August,24,4
MA,2,2018,August,25,1
MA,2,2018,August,27,3
MA,2,2018,August,28,10
MA,2,2018,August,29,9
MA,2,2018,August,30,12
MA,2,2018,August,31,5
MA,2,2018,December,01,1
MA,2,2018,December,02,1
MA,2,2018,December,03,21
MA,2,2018,December,04,9
MA,2,2018,December,05,22
MA,2,2018,December,06,10
MA,2,2018,December,07,20
MA,2,2018,December,09,1
MA,2,2018,December,10,7
MA,2,2018,December,11,10
MA,2,2018,December,12,17
MA,2,2018,December,13,8
MA,2,2018,December,14,7
MA,2,2018,December,15,1
MA,2,2018,December,16,7
MA,2,2018,December,17,16
MA,2,2018,December,18,19
MA,2,2018,December,19,14
MA,2,2018,December,20,5
MA,2,2018,December,21,13
MA,2,2018,December,23,2
MA,2,2018,December,24,8
MA,2,2018,December,25,1
MA,2,2018,December,26,2
MA,2,2018,December,27,10
MA,2,2018,December,28,7
MA,2,2018,December,29,1
MA,2,2018,December,31,3
MA,2,2018,February,01,14
MA,2,2018,February,02,12
MA,2,2018,February,03,1
MA,2,2018,February,04,5
MA,2,2018,February,05,18
MA,2,2018,February,06,12
MA,2,2018,February,07,25
MA,2,2018,February,08,17
MA,2,2018,February,09,26
MA,2,2018,February,11,1
MA,2,2018,February,12,13
MA,2,2018,February,13,9
MA,2,2018,February,14,5
MA,2,2018,February,15,22
MA,2,2018,February,16,10
MA,2,2018,February,17,2
MA,2,2018,February,19,7
MA,2,2018,February,20,15
MA,2,2018,February,21,7
MA,2,2018,February,22,10
MA,2,2018,February,23,17
MA,2,2018,February,24,2
MA,2,2018,February,25,1
MA,2,2018,February,26,14
MA,2,2018,February,27,10
MA,2,2018,February,28,12
MA,2,2018,January,02,17
MA,2,2018,January,03,19
MA,2,2018,January,04,13
MA,2,2018,January,05,22
MA,2,2018,January,07,4
MA,2,2018,January,08,15
MA,2,2018,January,09,11
MA,2,2018,January,10,14
MA,2,2018,January,11,17
MA,2,2018,January,12,11
MA,2,2018,January,14,4
MA,2,2018,January,15,11
MA,2,2018,January,16,13
MA,2,2018,January,17,12
MA,2,2018,January,18,13
MA,2,2018,January,19,2
MA,2,2018,January,21,1
MA,2,2018,January,22,20
MA,2,2018,January,23,24
MA,2,2018,January,24,21
MA,2,2018,January,25,11
MA,2,2018,January,26,14
MA,2,2018,January,29,8
MA,2,2018,January,30,20
MA,2,2018,January,31,21
MA,2,2018,July,01,2
MA,2,2018,July,02,12
MA,2,2018,July,03,6
MA,2,2018,July,05,3
MA,2,2018,July,06,1
MA,2,2018,July,09,2
MA,2,2018,July,10,5
MA,2,2018,July,11,8
MA,2,2018,July,12,7
MA,2,2018,July,13,5
MA,2,2018,July,16,4
MA,2,2018,July,17,11
MA,2,2018,July,18,4
MA,2,2018,July,19,2
MA,2,2018,July,20,5
MA,2,2018,July,22,2
MA,2,2018,July,23,5
MA,2,2018,July,24,7
MA,2,2018,July,25,7
MA,2,2018,July,26,11
MA,2,2018,July,27,2
MA,2,2018,July,28,1
MA,2,2018,July,29,1
MA,2,2018,July,30,6
MA,2,2018,July,31,10
MA,2,2018,June,01,16
MA,2,2018,June,03,4
MA,2,2018,June,04,15
MA,2,2018,June,05,13
MA,2,2018,June,06,11
MA,2,2018,June,07,11
MA,2,2018,June,08,17
MA,2,2018,June,09,3
MA,2,2018,June,10,1
MA,2,2018,June,11,10
MA,2,2018,June,12,16
MA,2,2018,June,13,8
MA,2,2018,June,14,15
MA,2,2018,June,15,15
MA,2,2018,June,17,2
MA,2,2018,June,18,13
MA,2,2018,June,19,9
MA,2,2018,June,20,18
MA,2,2018,June,21,14
MA,2,2018,June,22,7
MA,2,2018,June,23,2
MA,2,2018,June,24,1
MA,2,2018,June,25,12
MA,2,2018,June,26,13
MA,2,2018,June,27,4
MA,2,2018,June,28,11
MA,2,2018,June,29,12
MA,2,2018,June,30,1
MA,2,2018,March,01,12
MA,2,2018,March,02,13
MA,2,2018,March,03,1
MA,2,2018,March,04,1
MA,2,2018,March,05,9
MA,2,2018,March,06,7
MA,2,2018,March,07,12
MA,2,2018,March,08,1
MA,2,2018,March,09,11
MA,2,2018,March,11,2
MA,2,2018,March,12,8
MA,2,2018,March,13,11
MA,2,2018,March,14,11
MA,2,2018,March,15,6
MA,2,2018,March,16,10
MA,2,2018,March,18,3
MA,2,2018,March,19,7
MA,2,2018,March,20,13
MA,2,2018,March,21,4
MA,2,2018,March,22,11
MA,2,2018,March,23,21
MA,2,2018,March,24,1
MA,2,2018,March,25,1
MA,2,2018,March,26,11
MA,2,2018,March,27,6
MA,2,2018,March,28,4
MA,2,2018,March,29,16
MA,2,2018,March,30,13
MA,2,2018,May,01,14
MA,2,2018,May,02,6
MA,2,2018,May,03,13
MA,2,2018,May,04,7
MA,2,2018,May,05,1
MA,2,2018,May,06,2
MA,2,2018,May,07,1
MA,2,2018,May,08,8
MA,2,2018,May,09,13
MA,2,2018,May,10,11
MA,2,2018,May,11,15
MA,2,2018,May,14,16
MA,2,2018,May,15,12
MA,2,2018,May,16,18
MA,2,2018,May,17,8
MA,2,2018,May,18,11
MA,2,2018,May,19,1
MA,2,2018,May,20,1
MA,2,2018,May,21,17
MA,2,2018,May,22,10
MA,2,2018,May,23,14
MA,2,2018,May,24,23
MA,2,2018,May,25,15
MA,2,2018,May,28,5
MA,2,2018,May,29,11
MA,2,2018,May,30,13
MA,2,2018,May,31,12
MA,2,2018,November,01,5
MA,2,2018,November,02,19
MA,2,2018,November,03,3
MA,2,2018,November,04,1
MA,2,2018,November,05,4
MA,2,2018,November,06,20
MA,2,2018,November,07,20
MA,2,2018,November,08,17
MA,2,2018,November,09,23
MA,2,2018,November,10,1
MA,2,2018,November,12,24
MA,2,2018,November,13,11
MA,2,2018,November,14,15
MA,2,2018,November,15,16
MA,2,2018,November,16,18
MA,2,2018,November,18,1
MA,2,2018,November,19,19
MA,2,2018,November,20,21
MA,2,2018,November,21,16
MA,2,2018,November,22,5
MA,2,2018,November,23,15
MA,2,2018,November,24,1
MA,2,2018,November,26,19
MA,2,2018,November,27,11
MA,2,2018,November,28,16
MA,2,2018,November,29,5
MA,2,2018,November,30,11
MA,2,2018,October,01,7
MA,2,2018,October,02,15
MA,2,2018,October,03,8
MA,2,2018,October,04,20
MA,2,2018,October,05,13
MA,2,2018,October,08,7
MA,2,2018,October,09,8
MA,2,2018,October,10,16
MA,2,2018,October,11,2
MA,2,2018,October,12,13
MA,2,2018,October,15,16
MA,2,2018,October,16,19
MA,2,2018,October,17,14
MA,2,2018,October,18,12
MA,2,2018,October,19,16
MA,2,2018,October,20,1
MA,2,2018,October,21,2
MA,2,2018,October,22,6
MA,2,2018,October,23,7
MA,2,2018,October,24,15
MA,2,2018,October,25,18
MA,2,2018,October,26,18
MA,2,2018,October,27,2
MA,2,2018,October,29,16
MA,2,2018,October,30,15
MA,2,2018,October,31,21
MA,2,2018,September,04,6
MA,2,2018,September,05,10
MA,2,2018,September,06,20
MA,2,2018,September,07,4
MA,2,2018,September,08,1
MA,2,2018,September,09,1
MA,2,2018,September,10,8
MA,2,2018,September,11,12
MA,2,2018,September,12,11
MA,2,2018,September,13,18
MA,2,2018,September,14,9
MA,2,2018,September,16,2
MA,2,2018,September,17,8
MA,2,2018,September,18,5
MA,2,2018,September,19,18
MA,2,2018,September,20,13
MA,2,2018,September,21,6
MA,2,2018,September,24,7
MA,2,2018,September,25,9
MA,2,2018,September,26,17
MA,2,2018,September,27,12
MA,2,2018,September,28,9
MA,2,2018,September,29,6
MA,2,2019,April,01,15
MA,2,2019,April,02,11
MA,2,2019,April,03,12
MA,2,2019,April,04,8
MA,2,2019,April,05,6
MA,2,2019,April,07,2
MA,2,2019,April,08,14
MA,2,2019,April,09,6
MA,2,2019,April,10,7
MA,2,2019,April,11,9
MA,2,2019,April,12,7
MA,2,2019,April,13,1
MA,2,2019,April,15,9
MA,2,2019,April,16,11
MA,2,2019,April,17,8
MA,2,2019,April,18,7
MA,2,2019,April,19,6
MA,2,2019,April,20,1
MA,2,2019,April,21,1
MA,2,2019,April,22,19
MA,2,2019,April,23,6
MA,2,2019,April,24,12
MA,2,2019,April,25,12
MA,2,2019,April,26,9
MA,2,2019,April,28,1
MA,2,2019,April,29,10
MA,2,2019,April,30,7
MA,2,2019,August,01,7
MA,2,2019,August,02,7
MA,2,2019,August,03,1
MA,2,2019,August,05,9
MA,2,2019,August,06,6
MA,2,2019,August,07,11
MA,2,2019,August,08,4
MA,2,2019,August,09,12
MA,2,2019,August,12,4
MA,2,2019,August,13,12
MA,2,2019,August,14,10
MA,2,2019,August,15,5
MA,2,2019,August,16,13
MA,2,2019,August,19,12
MA,2,2019,August,20,7
MA,2,2019,August,21,8
MA,2,2019,August,22,7
MA,2,2019,August,23,8
MA,2,2019,August,26,9
MA,2,2019,August,27,9
MA,2,2019,August,28,8
MA,2,2019,August,29,9
MA,2,2019,August,30,6
MA,2,2019,August,31,1
MA,2,2019,December,01,2
MA,2,2019,December,02,14
MA,2,2019,December,03,25
MA,2,2019,December,04,13
MA,2,2019,December,05,17
MA,2,2019,December,06,2
MA,2,2019,December,07,4
MA,2,2019,December,09,18
MA,2,2019,December,10,16
MA,2,2019,December,11,20
MA,2,2019,December,12,17
MA,2,2019,December,13,24
MA,2,2019,December,14,2
MA,2,2019,December,16,13
MA,2,2019,December,17,26
MA,2,2019,December,18,22
MA,2,2019,December,19,22
MA,2,2019,December,20,8
MA,2,2019,December,21,2
MA,2,2019,December,22,1
MA,2,2019,December,23,13
MA,2,2019,December,24,4
MA,2,2019,December,25,1
MA,2,2019,December,26,1
MA,2,2019,December,27,8
MA,2,2019,December,29,2
MA,2,2019,December,30,15
MA,2,2019,December,31,12
MA,2,2019,February,01,8
MA,2,2019,February,04,10
MA,2,2019,February,05,21
MA,2,2019,February,06,12
MA,2,2019,February,07,12
MA,2,2019,February,08,8
MA,2,2019,February,11,9
MA,2,2019,February,12,15
MA,2,2019,February,13,15
MA,2,2019,February,14,7
MA,2,2019,February,15,6
MA,2,2019,February,17,1
MA,2,2019,February,18,28
MA,2,2019,February,19,30
MA,2,2019,February,20,12
MA,2,2019,February,21,15
MA,2,2019,February,22,14
MA,2,2019,February,24,1
MA,2,2019,February,25,17
MA,2,2019,February,26,11
MA,2,2019,February,27,9
MA,2,2019,February,28,10
MA,2,2019,January,02,12
MA,2,2019,January,03,4
MA,2,2019,January,04,17
MA,2,2019,January,05,1
MA,2,2019,January,06,6
MA,2,2019,January,07,9
MA,2,2019,January,08,9
MA,2,2019,January,09,7
MA,2,2019,January,10,6
MA,2,2019,January,11,8
MA,2,2019,January,13,5
MA,2,2019,January,14,15
MA,2,2019,January,15,10
MA,2,2019,January,16,18
MA,2,2019,January,17,16
MA,2,2019,January,18,13
MA,2,2019,January,20,2
MA,2,2019,January,21,13
MA,2,2019,January,22,21
MA,2,2019,January,23,13
MA,2,2019,January,24,13
MA,2,2019,January,25,10
MA,2,2019,January,28,13
MA,2,2019,January,29,19
MA,2,2019,January,30,19
MA,2,2019,January,31,13
MA,2,2019,July,01,9
MA,2,2019,July,02,10
MA,2,2019,July,03,10
MA,2,2019,July,04,2
MA,2,2019,July,05,2
MA,2,2019,July,07,1
MA,2,2019,July,08,17
MA,2,2019,July,09,15
MA,2,2019,July,10,12
MA,2,2019,July,11,12
MA,2,2019,July,12,14
MA,2,2019,July,15,10
MA,2,2019,July,16,11
MA,2,2019,July,17,3
MA,2,2019,July,18,17
MA,2,2019,July,19,8
MA,2,2019,July,20,1
MA,2,2019,July,21,1
MA,2,2019,July,22,10
MA,2,2019,July,23,22
MA,2,2019,July,24,7
MA,2,2019,July,25,13
MA,2,2019,July,26,8
MA,2,2019,July,28,1
MA,2,2019,July,29,9
MA,2,2019,July,30,10
MA,2,2019,July,31,6
MA,2,2019,June,02,1
MA,2,2019,June,03,15
MA,2,2019,June,04,9
MA,2,2019,June,05,7
MA,2,2019,June,06,14
MA,2,2019,June,07,9
MA,2,2019,June,08,1
MA,2,2019,June,09,2
MA,2,2019,June,10,6
MA,2,2019,June,11,13
MA,2,2019,June,12,14
MA,2,2019,June,13,10
MA,2,2019,June,14,4
MA,2,2019,June,15,1
MA,2,2019,June,17,9
MA,2,2019,June,18,8
MA,2,2019,June,19,8
MA,2,2019,June,20,9
MA,2,2019,June,21,17
MA,2,2019,June,22,1
MA,2,2019,June,23,2
MA,2,2019,June,24,9
MA,2,2019,June,25,12
MA,2,2019,June,26,13
MA,2,2019,June,27,7
MA,2,2019,June,28,4
MA,2,2019,March,01,5
MA,2,2019,March,03,1
MA,2,2019,March,04,17
MA,2,2019,March,05,17
MA,2,2019,March,06,14
MA,2,2019,March,07,11
MA,2,2019,March,08,9
MA,2,2019,March,09,1
MA,2,2019,March,11,27
MA,2,2019,March,12,13
MA,2,2019,March,13,15
MA,2,2019,March,14,2
MA,2,2019,March,15,8
MA,2,2019,March,17,1
MA,2,2019,March,18,13
MA,2,2019,March,19,9
MA,2,2019,March,20,6
MA,2,2019,March,21,10
MA,2,2019,March,22,11
MA,2,2019,March,25,12
MA,2,2019,March,26,14
MA,2,2019,March,27,7
MA,2,2019,March,28,15
MA,2,2019,March,29,12
MA,2,2019,March,31,2
MA,2,2019,May,01,11
MA,2,2019,May,02,14
MA,2,2019,May,03,7
MA,2,2019,May,04,2
MA,2,2019,May,05,3
MA,2,2019,May,06,7
MA,2,2019,May,07,11
MA,2,2019,May,08,13
MA,2,2019,May,09,10
MA,2,2019,May,10,10
MA,2,2019,May,11,2
MA,2,2019,May,13,13
MA,2,2019,May,14,8
MA,2,2019,May,15,10
MA,2,2019,May,16,14
MA,2,2019,May,17,10
MA,2,2019,May,19,1
MA,2,2019,May,20,10
MA,2,2019,May,21,14
MA,2,2019,May,22,8
MA,2,2019,May,23,10
MA,2,2019,May,24,6
MA,2,2019,May,27,5
MA,2,2019,May,28,8
MA,2,2019,May,29,15
MA,2,2019,May,30,12
MA,2,2019,May,31,7
MA,2,2019,November,01,12
MA,2,2019,November,02,1
MA,2,2019,November,03,2
MA,2,2019,November,04,9
MA,2,2019,November,05,8
MA,2,2019,November,06,14
MA,2,2019,November,07,13
MA,2,2019,November,08,16
MA,2,2019,November,09,1
MA,2,2019,November,10,1
MA,2,2019,November,11,9
MA,2,2019,November,12,13
MA,2,2019,November,13,19
MA,2,2019,November,14,14
MA,2,2019,November,15,16
MA,2,2019,November,18,10
MA,2,2019,November,19,24
MA,2,2019,November,20,20
MA,2,2019,November,21,26
MA,2,2019,November,22,13
MA,2,2019,November,23,1
MA,2,2019,November,25,8
MA,2,2019,November,26,20
MA,2,2019,November,27,8
MA,2,2019,November,28,2
MA,2,2019,November,29,5
MA,2,2019,November,30,1
MA,2,2019,October,01,3
MA,2,2019,October,02,15
MA,2,2019,October,03,13
MA,2,2019,October,04,16
MA,2,2019,October,05,2
MA,2,2019,October,07,12
MA,2,2019,October,08,9
MA,2,2019,October,09,10
MA,2,2019,October,10,11
MA,2,2019,October,11,9
MA,2,2019,October,12,1
MA,2,2019,October,14,7
MA,2,2019,October,15,19
MA,2,2019,October,16,18
MA,2,2019,October,17,9
MA,2,2019,October,18,12
MA,2,2019,October,19,1
MA,2,2019,October,20,1
MA,2,2019,October,21,12
MA,2,2019,October,22,16
MA,2,2019,October,23,17
MA,2,2019,October,24,15
MA,2,2019,October,25,3
MA,2,2019,October,26,1
MA,2,2019,October,28,9
MA,2,2019,October,29,17
MA,2,2019,October,30,8
MA,2,2019,October,31,16
MA,2,2019,September,01,2
MA,2,2019,September,02,1
MA,2,2019,September,03,12
MA,2,2019,September,04,6
MA,2,2019,September,05,10
MA,2,2019,September,06,6
MA,2,2019,September,09,9
MA,2,2019,September,10,16
MA,2,2019,September,11,11
MA,2,2019,September,12,11
MA,2,2019,September,13,14
MA,2,2019,September,14,1
MA,2,2019,September,15,2
MA,2,2019,September,16,10
MA,2,2019,September,17,15
MA,2,2019,September,18,24
MA,2,2019,September,19,1
MA,2,2019,September,20,8
MA,2,2019,September,21,3
MA,2,2019,September,23,9
MA,2,2019,September,24,16
MA,2,2019,September,25,22
MA,2,2019,September,26,12
MA,2,2019,September,27,7
MA,2,2019,September,28,1
MA,2,2019,September,30,11
MA,2,2020,April,01,5
MA,2,2020,April,02,20
MA,2,2020,April,03,64
MA,2,2020,April,04,4
MA,2,2020,April,05,2
MA,2,2020,April,06,13
MA,2,2020,April,07,23
MA,2,2020,April,08,11
MA,2,2020,April,09,20
MA,2,2020,April,10,19
MA,2,2020,April,11,6
MA,2,2020,April,12,4
MA,2,2020,April,13,24
MA,2,2020,April,14,16
MA,2,2020,April,15,11
MA,2,2020,April,16,20
MA,2,2020,April,17,9
MA,2,2020,April,18,44
MA,2,2020,April,19,14
MA,2,2020,April,20,4
MA,2,2020,April,21,9
MA,2,2020,April,22,12
MA,2,2020,April,23,4
MA,2,2020,April,24,32
MA,2,2020,April,25,5
MA,2,2020,April,26,4
MA,2,2020,April,27,25
MA,2,2020,April,28,7
MA,2,2020,April,29,13
MA,2,2020,April,30,6
MA,2,2020,August,03,11
MA,2,2020,August,04,13
MA,2,2020,August,05,13
MA,2,2020,August,06,11
MA,2,2020,August,07,14
MA,2,2020,August,08,1
MA,2,2020,August,10,14
MA,2,2020,August,11,12
MA,2,2020,August,12,12
MA,2,2020,August,13,15
MA,2,2020,August,14,14
MA,2,2020,August,16,1
MA,2,2020,August,17,9
MA,2,2020,August,18,8
MA,2,2020,August,19,18
MA,2,2020,August,20,14
MA,2,2020,August,21,12
MA,2,2020,August,22,1
MA,2,2020,August,24,11
MA,2,2020,August,25,5
MA,2,2020,August,26,20
MA,2,2020,August,27,18
MA,2,2020,August,28,14
MA,2,2020,August,29,1
MA,2,2020,August,30,1
MA,2,2020,August,31,17
MA,2,2020,December,01,39
MA,2,2020,December,02,29
MA,2,2020,December,03,24
MA,2,2020,December,04,5
MA,2,2020,December,06,2
MA,2,2020,December,07,27
MA,2,2020,December,08,21
MA,2,2020,December,09,18
MA,2,2020,December,10,25
MA,2,2020,December,11,18
MA,2,2020,December,13,2
MA,2,2020,December,14,17
MA,2,2020,December,15,23
MA,2,2020,December,16,29
MA,2,2020,December,17,40
MA,2,2020,December,18,23
MA,2,2020,December,19,5
MA,2,2020,December,20,1
MA,2,2020,December,21,21
MA,2,2020,December,22,16
MA,2,2020,December,23,18
MA,2,2020,December,24,18
MA,2,2020,December,25,3
MA,2,2020,December,26,1
MA,2,2020,December,28,8
MA,2,2020,December,29,4
MA,2,2020,December,30,5
MA,2,2020,December,31,20
MA,2,2020,February,01,2
MA,2,2020,February,02,3
MA,2,2020,February,03,14
MA,2,2020,February,04,23
MA,2,2020,February,05,8
MA,2,2020,February,06,40
MA,2,2020,February,07,10
MA,2,2020,February,08,2
MA,2,2020,February,09,3
MA,2,2020,February,10,20
MA,2,2020,February,11,11
MA,2,2020,February,12,36
MA,2,2020,February,13,29
MA,2,2020,February,14,23
MA,2,2020,February,17,12
MA,2,2020,February,18,18
MA,2,2020,February,19,14
MA,2,2020,February,20,7
MA,2,2020,February,21,8
MA,2,2020,February,23,3
MA,2,2020,February,24,13
MA,2,2020,February,25,6
MA,2,2020,February,26,13
MA,2,2020,February,27,13
MA,2,2020,February,28,12
MA,2,2020,January,01,2
MA,2,2020,January,02,13
MA,2,2020,January,03,8
MA,2,2020,January,06,18
MA,2,2020,January,07,20
MA,2,2020,January,08,19
MA,2,2020,January,09,13
MA,2,2020,January,10,15
MA,2,2020,January,13,14
MA,2,2020,January,14,12
MA,2,2020,January,15,19
MA,2,2020,January,16,18
MA,2,2020,January,17,15
MA,2,2020,January,19,1
MA,2,2020,January,20,5
MA,2,2020,January,21,21
MA,2,2020,January,22,16
MA,2,2020,January,23,25
MA,2,2020,January,24,8
MA,2,2020,January,25,1
MA,2,2020,January,27,8
MA,2,2020,January,28,4
MA,2,2020,January,29,19
MA,2,2020,January,30,14
MA,2,2020,January,31,7
MA,2,2020,July,01,7
MA,2,2020,July,02,10
MA,2,2020,July,03,6
MA,2,2020,July,04,1
MA,2,2020,July,06,10
MA,2,2020,July,07,5
MA,2,2020,July,08,6
MA,2,2020,July,09,7
MA,2,2020,July,12,1
MA,2,2020,July,13,11
MA,2,2020,July,14,10
MA,2,2020,July,15,12
MA,2,2020,July,16,21
MA,2,2020,July,17,9
MA,2,2020,July,18,1
MA,2,2020,July,20,17
MA,2,2020,July,21,14
MA,2,2020,July,22,15
MA,2,2020,July,23,18
MA,2,2020,July,24,13
MA,2,2020,July,25,2
MA,2,2020,July,27,16
MA,2,2020,July,28,13
MA,2,2020,July,29,15
MA,2,2020,July,30,13
MA,2,2020,July,31,20
MA,2,2020,June,01,11
MA,2,2020,June,02,15
MA,2,2020,June,03,12
MA,2,2020,June,04,14
MA,2,2020,June,05,30
MA,2,2020,June,06,14
MA,2,2020,June,07,2
MA,2,2020,June,08,22
MA,2,2020,June,09,14
MA,2,2020,June,10,12
MA,2,2020,June,11,15
MA,2,2020,June,12,9
MA,2,2020,June,13,10
MA,2,2020,June,14,1
MA,2,2020,June,15,9
MA,2,2020,June,16,18
MA,2,2020,June,17,15
MA,2,2020,June,18,11
MA,2,2020,June,19,11
MA,2,2020,June,20,4
MA,2,2020,June,21,6
MA,2,2020,June,22,14
MA,2,2020,June,23,15
MA,2,2020,June,24,12
MA,2,2020,June,25,12
MA,2,2020,June,26,16
MA,2,2020,June,27,1
MA,2,2020,June,28,10
MA,2,2020,June,29,14
MA,2,2020,June,30,9
MA,2,2020,March,01,1
MA,2,2020,March,02,12
MA,2,2020,March,03,10
MA,2,2020,March,04,18
MA,2,2020,March,05,11
MA,2,2020,March,06,12
MA,2,2020,March,09,22
MA,2,2020,March,10,12
MA,2,2020,March,11,6
MA,2,2020,March,12,15
MA,2,2020,March,13,10
MA,2,2020,March,14,1
MA,2,2020,March,16,10
MA,2,2020,March,17,8
MA,2,2020,March,18,10
MA,2,2020,March,19,36
MA,2,2020,March,20,15
MA,2,2020,March,22,1
MA,2,2020,March,23,38
MA,2,2020,March,24,33
MA,2,2020,March,25,17
MA,2,2020,March,26,8
MA,2,2020,March,27,7
MA,2,2020,March,29,3
MA,2,2020,March,30,10
MA,2,2020,May,01,40
MA,2,2020,May,02,6
MA,2,2020,May,03,9
MA,2,2020,May,05,4
MA,2,2020,May,06,8
MA,2,2020,May,07,7
MA,2,2020,May,08,20
MA,2,2020,May,09,6
MA,2,2020,May,10,5
MA,2,2020,May,11,16
MA,2,2020,May,12,12
MA,2,2020,May,13,19
MA,2,2020,May,14,14
MA,2,2020,May,15,17
MA,2,2020,May,16,9
MA,2,2020,May,17,10
MA,2,2020,May,18,17
MA,2,2020,May,19,18
MA,2,2020,May,20,5
MA,2,2020,May,21,13
MA,2,2020,May,22,12
MA,2,2020,May,23,4
MA,2,2020,May,24,3
MA,2,2020,May,25,14
MA,2,2020,May,26,9
MA,2,2020,May,27,16
MA,2,2020,May,28,7
MA,2,2020,May,29,22
MA,2,2020,May,30,9
MA,2,2020,May,31,4
MA,2,2020,November,02,14
MA,2,2020,November,03,15
MA,2,2020,November,04,14
MA,2,2020,November,05,25
MA,2,2020,November,06,24
MA,2,2020,November,07,11
MA,2,2020,November,08,4
MA,2,2020,November,09,23
MA,2,2020,November,10,25
MA,2,2020,November,11,22
MA,2,2020,November,12,16
MA,2,2020,November,13,14
MA,2,2020,November,14,3
MA,2,2020,November,15,1
MA,2,2020,November,16,33
MA,2,2020,November,17,30
MA,2,2020,November,18,21
MA,2,2020,November,19,14
MA,2,2020,November,20,20
MA,2,2020,November,21,11
MA,2,2020,November,22,6
MA,2,2020,November,23,41
MA,2,2020,November,24,15
MA,2,2020,November,25,18
MA,2,2020,November,26,20
MA,2,2020,November,27,13
MA,2,2020,November,28,4
MA,2,2020,November,30,18
MA,2,2020,October,01,11
MA,2,2020,October,02,13
MA,2,2020,October,03,4
MA,2,2020,October,04,1
MA,2,2020,October,05,18
MA,2,2020,October,06,23
MA,2,2020,October,07,17
MA,2,2020,October,08,27
MA,2,2020,October,09,15
MA,2,2020,October,10,6
MA,2,2020,October,11,4
MA,2,2020,October,12,5
MA,2,2020,October,13,33
MA,2,2020,October,14,25
MA,2,2020,October,15,21
MA,2,2020,October,16,16
MA,2,2020,October,17,2
MA,2,2020,October,18,1
MA,2,2020,October,19,18
MA,2,2020,October,20,9
MA,2,2020,October,21,20
MA,2,2020,October,22,14
MA,2,2020,October,23,15
MA,2,2020,October,26,16
MA,2,2020,October,27,13
MA,2,2020,October,28,23
MA,2,2020,October,29,27
MA,2,2020,October,30,33
MA,2,2020,October,31,2
MA,2,2020,September,01,20
MA,2,2020,September,02,24
MA,2,2020,September,03,17
MA,2,2020,September,04,23
MA,2,2020,September,05,1
MA,2,2020,September,07,11
MA,2,2020,September,08,20
MA,2,2020,September,09,17
MA,2,2020,September,10,13
MA,2,2020,September,11,10
MA,2,2020,September,14,15
MA,2,2020,September,15,9
MA,2,2020,September,16,12
MA,2,2020,September,17,18
MA,2,2020,September,18,15
MA,2,2020,September,21,10
MA,2,2020,September,22,13
MA,2,2020,September,23,21
MA,2,2020,September,24,17
MA,2,2020,September,25,17
MA,2,2020,September,27,6
MA,2,2020,September,28,11
MA,2,2020,September,29,15
MA,2,2020,September,30,23
MA,3,2016,April,04,1
MA,3,2016,April,07,3
MA,3,2016,April,11,1
MA,3,2016,April,13,1
MA,3,2016,April,21,2
MA,3,2016,April,24,1
MA,3,2016,April,25,1
MA,3,2016,April,27,1
MA,3,2016,April,28,2
MA,3,2016,April,30,1
MA,3,2016,August,01,1
MA,3,2016,August,02,2
MA,3,2016,August,03,4
MA,3,2016,August,04,8
MA,3,2016,August,05,4
MA,3,2016,August,06,4
