State,Severity,Year,Month,Day,Counter
IL,4,2020,October,14,1
IL,4,2020,October,21,2
IL,4,2020,October,22,1
IL,4,2020,October,23,1
IL,4,2020,October,28,2
IL,4,2020,October,30,2
IL,4,2020,September,03,1
IL,4,2020,September,12,1
IL,4,2020,September,25,2
IL,4,2020,September,29,1
IL,4,2020,September,30,2
IN,1,2018,August,31,1
IN,1,2018,January,26,1
IN,1,2018,July,25,1
IN,1,2018,May,24,1
IN,1,2019,January,09,1
IN,1,2019,November,08,1
IN,1,2020,April,06,1
IN,1,2020,April,17,1
IN,1,2020,April,20,1
IN,1,2020,April,21,1
IN,1,2020,April,23,1
IN,1,2020,April,27,1
IN,1,2020,January,20,1
IN,1,2020,June,04,2
IN,1,2020,June,05,2
IN,1,2020,June,07,2
IN,1,2020,June,16,1
IN,1,2020,June,18,2
IN,1,2020,June,27,1
IN,1,2020,March,20,1
IN,1,2020,March,30,1
IN,1,2020,March,31,4
IN,1,2020,May,05,2
IN,1,2020,May,07,2
IN,1,2020,May,11,5
IN,1,2020,May,12,2
IN,1,2020,May,21,3
IN,1,2020,May,22,1
IN,1,2020,May,26,2
IN,1,2020,May,27,1
IN,1,2020,May,28,2
IN,2,2016,April,04,1
IN,2,2016,April,07,3
IN,2,2016,April,09,2
IN,2,2016,April,14,1
IN,2,2016,April,18,1
IN,2,2016,April,19,3
IN,2,2016,April,22,4
IN,2,2016,April,27,1
IN,2,2016,April,28,3
IN,2,2016,April,29,2
IN,2,2016,August,01,2
IN,2,2016,August,02,7
IN,2,2016,August,03,5
IN,2,2016,August,04,8
IN,2,2016,August,05,7
IN,2,2016,August,06,1
IN,2,2016,August,08,1
IN,2,2016,August,09,4
IN,2,2016,August,10,3
IN,2,2016,August,11,6
IN,2,2016,August,12,3
IN,2,2016,August,13,1
IN,2,2016,August,14,2
IN,2,2016,August,15,7
IN,2,2016,August,16,5
IN,2,2016,August,17,1
IN,2,2016,August,18,2
IN,2,2016,August,19,1
IN,2,2016,August,20,3
IN,2,2016,August,22,1
IN,2,2016,August,23,5
IN,2,2016,August,24,6
IN,2,2016,August,25,3
IN,2,2016,August,26,2
IN,2,2016,August,27,1
IN,2,2016,August,29,4
IN,2,2016,August,30,2
IN,2,2016,August,31,3
IN,2,2016,December,01,3
IN,2,2016,December,02,4
IN,2,2016,December,05,16
IN,2,2016,December,06,7
IN,2,2016,December,07,4
IN,2,2016,December,08,6
IN,2,2016,December,09,13
IN,2,2016,December,10,3
IN,2,2016,December,11,3
IN,2,2016,December,12,3
IN,2,2016,December,13,27
IN,2,2016,December,14,4
IN,2,2016,December,15,9
IN,2,2016,December,16,6
IN,2,2016,December,17,1
IN,2,2016,December,18,7
IN,2,2016,December,19,6
IN,2,2016,December,20,8
IN,2,2016,December,21,4
IN,2,2016,December,22,7
IN,2,2016,December,23,3
IN,2,2016,December,27,2
IN,2,2016,December,28,3
IN,2,2016,December,29,3
IN,2,2016,December,30,5
IN,2,2016,February,08,1
IN,2,2016,February,09,2
IN,2,2016,February,10,2
IN,2,2016,February,11,1
IN,2,2016,February,15,1
IN,2,2016,February,16,4
IN,2,2016,February,18,2
IN,2,2016,February,21,1
IN,2,2016,February,24,3
IN,2,2016,February,25,2
IN,2,2016,February,27,1
IN,2,2016,February,28,1
IN,2,2016,February,29,1
IN,2,2016,July,02,2
IN,2,2016,July,03,3
IN,2,2016,July,04,2
IN,2,2016,July,05,7
IN,2,2016,July,07,2
IN,2,2016,July,08,5
IN,2,2016,July,09,2
IN,2,2016,July,10,1
IN,2,2016,July,11,6
IN,2,2016,July,12,1
IN,2,2016,July,13,3
IN,2,2016,July,14,5
IN,2,2016,July,19,4
IN,2,2016,July,20,3
IN,2,2016,July,21,6
IN,2,2016,July,22,3
IN,2,2016,July,23,2
IN,2,2016,July,25,3
IN,2,2016,July,26,1
IN,2,2016,July,27,4
IN,2,2016,July,28,6
IN,2,2016,July,29,5
IN,2,2016,July,31,1
IN,2,2016,June,01,1
IN,2,2016,June,07,1
IN,2,2016,June,08,1
IN,2,2016,June,10,1
IN,2,2016,June,17,2
IN,2,2016,June,19,1
IN,2,2016,June,20,1
IN,2,2016,June,21,6
IN,2,2016,June,22,3
IN,2,2016,June,23,2
IN,2,2016,June,24,1
IN,2,2016,June,25,1
IN,2,2016,June,26,2
IN,2,2016,June,27,3
IN,2,2016,June,28,3
IN,2,2016,June,29,3
IN,2,2016,June,30,1
IN,2,2016,March,02,1
IN,2,2016,March,06,1
IN,2,2016,March,10,6
IN,2,2016,March,11,1
IN,2,2016,March,14,3
IN,2,2016,March,18,4
IN,2,2016,March,19,2
IN,2,2016,March,20,1
IN,2,2016,March,24,1
IN,2,2016,March,25,2
IN,2,2016,March,28,1
IN,2,2016,March,29,1
IN,2,2016,March,30,2
IN,2,2016,May,03,2
IN,2,2016,May,05,4
IN,2,2016,May,09,1
IN,2,2016,May,23,1
IN,2,2016,May,24,3
IN,2,2016,May,25,2
IN,2,2016,May,26,1
IN,2,2016,November,01,6
IN,2,2016,November,02,5
IN,2,2016,November,03,2
IN,2,2016,November,04,3
IN,2,2016,November,05,1
IN,2,2016,November,07,2
IN,2,2016,November,08,4
IN,2,2016,November,09,6
IN,2,2016,November,10,3
IN,2,2016,November,11,3
IN,2,2016,November,14,11
IN,2,2016,November,15,3
IN,2,2016,November,16,6
IN,2,2016,November,18,8
IN,2,2016,November,19,2
IN,2,2016,November,21,4
IN,2,2016,November,22,5
IN,2,2016,November,23,4
IN,2,2016,November,24,4
IN,2,2016,November,25,4
IN,2,2016,November,27,4
IN,2,2016,November,28,7
IN,2,2016,November,29,4
IN,2,2016,November,30,7
IN,2,2016,October,03,6
IN,2,2016,October,04,7
IN,2,2016,October,05,2
IN,2,2016,October,06,1
IN,2,2016,October,07,1
IN,2,2016,October,08,3
IN,2,2016,October,10,4
IN,2,2016,October,11,6
IN,2,2016,October,12,11
IN,2,2016,October,13,4
IN,2,2016,October,14,7
IN,2,2016,October,16,1
IN,2,2016,October,17,5
IN,2,2016,October,18,2
IN,2,2016,October,20,4
IN,2,2016,October,21,6
IN,2,2016,October,22,1
IN,2,2016,October,23,2
IN,2,2016,October,24,5
IN,2,2016,October,25,10
IN,2,2016,October,26,3
IN,2,2016,October,27,2
IN,2,2016,October,29,3
IN,2,2016,October,30,2
IN,2,2016,October,31,5
IN,2,2016,September,01,4
IN,2,2016,September,02,7
IN,2,2016,September,03,1
IN,2,2016,September,05,1
IN,2,2016,September,06,4
IN,2,2016,September,07,1
IN,2,2016,September,08,4
IN,2,2016,September,10,4
IN,2,2016,September,11,3
IN,2,2016,September,12,2
IN,2,2016,September,13,4
IN,2,2016,September,14,9
IN,2,2016,September,16,2
IN,2,2016,September,23,5
IN,2,2016,September,25,1
IN,2,2016,September,26,8
IN,2,2016,September,27,7
IN,2,2016,September,28,7
IN,2,2016,September,29,2
IN,2,2016,September,30,6
IN,2,2017,April,02,1
IN,2,2017,April,03,2
IN,2,2017,April,04,6
IN,2,2017,April,05,1
IN,2,2017,April,06,8
IN,2,2017,April,07,9
IN,2,2017,April,11,7
IN,2,2017,April,12,5
IN,2,2017,April,13,5
IN,2,2017,April,14,1
IN,2,2017,April,15,3
IN,2,2017,April,17,5
IN,2,2017,April,18,3
IN,2,2017,April,19,1
IN,2,2017,April,20,5
IN,2,2017,April,21,7
IN,2,2017,April,23,2
IN,2,2017,April,24,3
IN,2,2017,April,25,2
IN,2,2017,April,26,2
IN,2,2017,April,30,1
IN,2,2017,August,01,19
IN,2,2017,August,02,28
IN,2,2017,August,03,19
IN,2,2017,August,04,32
IN,2,2017,August,05,1
IN,2,2017,August,07,11
IN,2,2017,August,08,15
IN,2,2017,August,09,19
IN,2,2017,August,10,21
IN,2,2017,August,11,26
IN,2,2017,August,12,1
IN,2,2017,August,14,11
IN,2,2017,August,15,24
IN,2,2017,August,16,24
IN,2,2017,August,17,13
IN,2,2017,August,18,14
IN,2,2017,August,19,1
IN,2,2017,August,21,24
IN,2,2017,August,22,41
IN,2,2017,August,23,32
IN,2,2017,August,24,28
IN,2,2017,August,25,5
IN,2,2017,August,28,44
IN,2,2017,August,29,23
IN,2,2017,August,30,24
IN,2,2017,August,31,13
IN,2,2017,December,01,30
IN,2,2017,December,04,14
IN,2,2017,December,05,23
IN,2,2017,December,06,22
IN,2,2017,December,07,15
IN,2,2017,December,08,38
IN,2,2017,December,09,2
IN,2,2017,December,11,30
IN,2,2017,December,12,35
IN,2,2017,December,13,14
IN,2,2017,December,14,20
IN,2,2017,December,15,22
IN,2,2017,December,17,1
IN,2,2017,December,18,24
IN,2,2017,December,19,9
IN,2,2017,December,20,18
IN,2,2017,December,21,11
IN,2,2017,December,22,13
IN,2,2017,December,24,1
IN,2,2017,December,25,1
IN,2,2017,December,27,20
IN,2,2017,December,28,10
IN,2,2017,December,29,18
IN,2,2017,February,01,1
IN,2,2017,February,02,6
IN,2,2017,February,03,9
IN,2,2017,February,04,2
IN,2,2017,February,05,1
IN,2,2017,February,06,6
IN,2,2017,February,07,6
IN,2,2017,February,08,3
IN,2,2017,February,09,10
IN,2,2017,February,10,5
IN,2,2017,February,11,5
IN,2,2017,February,12,2
IN,2,2017,February,13,1
IN,2,2017,February,14,5
IN,2,2017,February,16,5
IN,2,2017,February,17,2
IN,2,2017,February,19,4
IN,2,2017,February,20,6
IN,2,2017,February,21,1
IN,2,2017,February,22,2
IN,2,2017,February,23,4
IN,2,2017,February,24,6
IN,2,2017,February,25,6
IN,2,2017,February,27,3
IN,2,2017,February,28,4
IN,2,2017,January,02,1
IN,2,2017,January,03,5
IN,2,2017,January,04,1
IN,2,2017,January,05,17
IN,2,2017,January,06,6
IN,2,2017,January,08,1
IN,2,2017,January,09,5
IN,2,2017,January,10,4
IN,2,2017,January,11,2
IN,2,2017,January,12,8
IN,2,2017,January,13,1
IN,2,2017,January,16,2
IN,2,2017,January,17,2
IN,2,2017,January,18,2
IN,2,2017,January,19,3
IN,2,2017,January,20,4
IN,2,2017,January,21,1
IN,2,2017,January,23,2
IN,2,2017,January,24,6
IN,2,2017,January,25,6
IN,2,2017,January,27,3
IN,2,2017,January,29,1
IN,2,2017,January,30,3
IN,2,2017,January,31,3
IN,2,2017,July,03,3
IN,2,2017,July,05,4
IN,2,2017,July,06,12
IN,2,2017,July,07,1
IN,2,2017,July,10,4
IN,2,2017,July,11,4
IN,2,2017,July,12,1
IN,2,2017,July,13,2
IN,2,2017,July,14,2
IN,2,2017,July,17,1
IN,2,2017,July,18,3
IN,2,2017,July,19,1
IN,2,2017,July,20,1
IN,2,2017,July,21,2
IN,2,2017,July,24,4
IN,2,2017,July,25,6
IN,2,2017,July,26,10
IN,2,2017,July,27,33
IN,2,2017,July,28,49
IN,2,2017,July,29,1
IN,2,2017,July,31,1
IN,2,2017,June,01,9
IN,2,2017,June,02,7
IN,2,2017,June,05,5
IN,2,2017,June,06,1
IN,2,2017,June,08,5
IN,2,2017,June,09,3
IN,2,2017,June,12,7
IN,2,2017,June,13,3
IN,2,2017,June,14,2
IN,2,2017,June,15,3
IN,2,2017,June,16,7
IN,2,2017,June,17,1
IN,2,2017,June,19,7
IN,2,2017,June,20,7
IN,2,2017,June,21,1
IN,2,2017,June,22,4
IN,2,2017,June,23,2
IN,2,2017,June,26,2
IN,2,2017,June,27,3
IN,2,2017,June,28,2
IN,2,2017,June,29,2
IN,2,2017,June,30,9
IN,2,2017,March,01,1
IN,2,2017,March,02,4
IN,2,2017,March,03,3
IN,2,2017,March,04,1
IN,2,2017,March,06,5
IN,2,2017,March,07,1
IN,2,2017,March,08,3
IN,2,2017,March,09,3
IN,2,2017,March,10,5
IN,2,2017,March,12,3
IN,2,2017,March,13,7
IN,2,2017,March,14,2
IN,2,2017,March,16,4
IN,2,2017,March,17,1
IN,2,2017,March,19,1
IN,2,2017,March,20,7
IN,2,2017,March,21,4
IN,2,2017,March,22,1
IN,2,2017,March,23,2
IN,2,2017,March,24,7
IN,2,2017,March,27,5
IN,2,2017,March,28,1
IN,2,2017,March,29,2
IN,2,2017,March,30,8
IN,2,2017,March,31,2
IN,2,2017,May,01,2
IN,2,2017,May,02,2
IN,2,2017,May,03,3
IN,2,2017,May,04,6
IN,2,2017,May,05,9
IN,2,2017,May,07,2
IN,2,2017,May,08,6
IN,2,2017,May,09,7
IN,2,2017,May,11,6
IN,2,2017,May,12,2
IN,2,2017,May,15,3
IN,2,2017,May,16,6
IN,2,2017,May,17,3
IN,2,2017,May,19,1
IN,2,2017,May,20,1
IN,2,2017,May,22,6
IN,2,2017,May,23,4
IN,2,2017,May,24,2
IN,2,2017,May,25,6
IN,2,2017,May,27,1
IN,2,2017,May,28,1
IN,2,2017,May,30,8
IN,2,2017,May,31,8
IN,2,2017,November,02,3
IN,2,2017,November,06,3
IN,2,2017,November,07,4
IN,2,2017,November,08,1
IN,2,2017,November,09,3
IN,2,2017,November,10,3
IN,2,2017,November,13,1
IN,2,2017,November,14,2
IN,2,2017,November,15,6
IN,2,2017,November,16,2
IN,2,2017,November,17,3
IN,2,2017,November,18,5
IN,2,2017,November,20,17
IN,2,2017,November,21,21
IN,2,2017,November,22,17
IN,2,2017,November,23,6
IN,2,2017,November,24,11
IN,2,2017,November,26,2
IN,2,2017,November,27,26
IN,2,2017,November,28,20
IN,2,2017,November,29,18
IN,2,2017,November,30,25
IN,2,2017,October,01,1
IN,2,2017,October,02,23
IN,2,2017,October,03,21
IN,2,2017,October,04,25
IN,2,2017,October,05,40
IN,2,2017,October,06,19
IN,2,2017,October,07,2
IN,2,2017,October,09,22
IN,2,2017,October,10,32
IN,2,2017,October,11,23
IN,2,2017,October,12,19
IN,2,2017,October,13,16
IN,2,2017,October,16,29
IN,2,2017,October,17,9
IN,2,2017,October,18,25
IN,2,2017,October,19,24
IN,2,2017,October,20,24
IN,2,2017,October,23,23
IN,2,2017,October,24,3
IN,2,2017,October,26,1
IN,2,2017,October,30,5
IN,2,2017,September,01,25
IN,2,2017,September,02,2
IN,2,2017,September,03,1
IN,2,2017,September,04,6
IN,2,2017,September,05,21
IN,2,2017,September,06,25
IN,2,2017,September,07,10
IN,2,2017,September,08,25
IN,2,2017,September,11,23
IN,2,2017,September,12,36
IN,2,2017,September,13,46
IN,2,2017,September,14,17
IN,2,2017,September,15,40
IN,2,2017,September,18,22
IN,2,2017,September,19,43
IN,2,2017,September,20,22
IN,2,2017,September,21,13
IN,2,2017,September,22,22
IN,2,2017,September,25,26
IN,2,2017,September,26,28
IN,2,2017,September,27,20
IN,2,2017,September,28,27
IN,2,2017,September,29,36
IN,2,2017,September,30,1
IN,2,2018,April,02,26
IN,2,2018,April,03,27
IN,2,2018,April,04,20
IN,2,2018,April,05,30
IN,2,2018,April,06,13
IN,2,2018,April,07,1
IN,2,2018,April,09,24
IN,2,2018,April,10,17
IN,2,2018,April,11,27
IN,2,2018,April,12,19
IN,2,2018,April,13,26
IN,2,2018,April,16,31
IN,2,2018,April,17,13
IN,2,2018,April,18,18
IN,2,2018,April,19,14
IN,2,2018,April,20,13
IN,2,2018,April,23,21
IN,2,2018,April,24,7
IN,2,2018,April,25,15
IN,2,2018,April,26,21
IN,2,2018,April,27,8
IN,2,2018,April,30,15
IN,2,2018,August,01,7
IN,2,2018,August,02,18
IN,2,2018,August,03,15
IN,2,2018,August,06,18
IN,2,2018,August,07,20
IN,2,2018,August,08,12
IN,2,2018,August,09,20
IN,2,2018,August,10,15
IN,2,2018,August,11,1
IN,2,2018,August,13,18
IN,2,2018,August,14,17
IN,2,2018,August,15,8
IN,2,2018,August,16,10
IN,2,2018,August,17,12
IN,2,2018,August,19,2
IN,2,2018,August,20,11
IN,2,2018,August,21,17
IN,2,2018,August,22,15
IN,2,2018,August,23,14
IN,2,2018,August,24,14
IN,2,2018,August,27,18
IN,2,2018,August,28,25
IN,2,2018,August,29,21
IN,2,2018,August,30,8
IN,2,2018,August,31,28
IN,2,2018,December,01,1
IN,2,2018,December,03,12
IN,2,2018,December,04,11
IN,2,2018,December,05,19
IN,2,2018,December,06,19
IN,2,2018,December,07,16
IN,2,2018,December,08,3
IN,2,2018,December,10,12
IN,2,2018,December,11,26
IN,2,2018,December,12,5
IN,2,2018,December,13,15
IN,2,2018,December,14,17
IN,2,2018,December,15,1
IN,2,2018,December,16,1
IN,2,2018,December,17,9
IN,2,2018,December,18,12
IN,2,2018,December,19,13
IN,2,2018,December,20,6
IN,2,2018,December,21,9
IN,2,2018,December,24,7
IN,2,2018,December,26,1
IN,2,2018,December,27,9
IN,2,2018,December,28,6
IN,2,2018,December,29,1
IN,2,2018,December,30,1
IN,2,2018,December,31,8
IN,2,2018,February,01,25
IN,2,2018,February,02,49
IN,2,2018,February,05,41
IN,2,2018,February,06,31
IN,2,2018,February,07,19
IN,2,2018,February,08,22
IN,2,2018,February,09,21
IN,2,2018,February,10,1
IN,2,2018,February,12,27
IN,2,2018,February,13,20
IN,2,2018,February,14,5
IN,2,2018,February,15,23
IN,2,2018,February,16,16
IN,2,2018,February,18,1
IN,2,2018,February,19,11
IN,2,2018,February,20,25
IN,2,2018,February,21,23
IN,2,2018,February,22,19
IN,2,2018,February,23,16
IN,2,2018,February,26,18
IN,2,2018,February,27,22
IN,2,2018,February,28,27
IN,2,2018,January,01,11
IN,2,2018,January,02,36
IN,2,2018,January,03,10
IN,2,2018,January,04,27
IN,2,2018,January,05,25
IN,2,2018,January,07,2
IN,2,2018,January,08,41
IN,2,2018,January,09,21
IN,2,2018,January,10,15
IN,2,2018,January,11,26
IN,2,2018,January,12,20
IN,2,2018,January,15,33
IN,2,2018,January,16,28
IN,2,2018,January,17,47
IN,2,2018,January,18,9
IN,2,2018,January,19,2
IN,2,2018,January,22,13
IN,2,2018,January,23,25
IN,2,2018,January,24,109
IN,2,2018,January,25,45
IN,2,2018,January,26,31
IN,2,2018,January,29,18
IN,2,2018,January,30,16
IN,2,2018,January,31,12
IN,2,2018,July,02,24
IN,2,2018,July,03,16
IN,2,2018,July,04,26
IN,2,2018,July,05,11
IN,2,2018,July,06,38
IN,2,2018,July,07,1
IN,2,2018,July,08,3
IN,2,2018,July,09,48
IN,2,2018,July,10,56
IN,2,2018,July,11,24
IN,2,2018,July,12,23
IN,2,2018,July,13,14
IN,2,2018,July,14,1
IN,2,2018,July,16,12
IN,2,2018,July,17,11
IN,2,2018,July,18,21
IN,2,2018,July,19,11
IN,2,2018,July,20,19
IN,2,2018,July,22,1
IN,2,2018,July,23,14
IN,2,2018,July,24,15
IN,2,2018,July,25,16
IN,2,2018,July,26,14
IN,2,2018,July,27,53
IN,2,2018,July,30,3
IN,2,2018,July,31,19
IN,2,2018,June,01,11
IN,2,2018,June,03,1
IN,2,2018,June,04,20
IN,2,2018,June,05,15
IN,2,2018,June,06,19
IN,2,2018,June,07,27
IN,2,2018,June,08,16
IN,2,2018,June,11,32
IN,2,2018,June,12,24
IN,2,2018,June,13,23
IN,2,2018,June,14,22
IN,2,2018,June,15,32
IN,2,2018,June,16,1
IN,2,2018,June,17,3
IN,2,2018,June,18,19
IN,2,2018,June,19,12
IN,2,2018,June,20,16
IN,2,2018,June,21,21
IN,2,2018,June,22,17
IN,2,2018,June,25,4
IN,2,2018,June,26,7
IN,2,2018,June,27,7
IN,2,2018,June,28,7
IN,2,2018,June,29,16
IN,2,2018,March,01,20
IN,2,2018,March,02,13
IN,2,2018,March,05,15
IN,2,2018,March,06,24
IN,2,2018,March,07,21
IN,2,2018,March,08,1
IN,2,2018,March,09,21
IN,2,2018,March,10,1
IN,2,2018,March,12,10
IN,2,2018,March,13,16
IN,2,2018,March,14,17
IN,2,2018,March,15,15
IN,2,2018,March,16,15
IN,2,2018,March,18,3
IN,2,2018,March,19,13
IN,2,2018,March,20,17
IN,2,2018,March,21,59
IN,2,2018,March,22,17
IN,2,2018,March,23,13
IN,2,2018,March,24,2
IN,2,2018,March,25,1
IN,2,2018,March,26,23
IN,2,2018,March,27,16
IN,2,2018,March,28,7
IN,2,2018,March,29,10
IN,2,2018,March,30,14
IN,2,2018,May,01,8
IN,2,2018,May,02,11
IN,2,2018,May,03,6
IN,2,2018,May,04,16
IN,2,2018,May,07,5
IN,2,2018,May,08,21
IN,2,2018,May,09,3
IN,2,2018,May,10,11
IN,2,2018,May,11,9
IN,2,2018,May,14,9
IN,2,2018,May,15,23
IN,2,2018,May,16,14
IN,2,2018,May,17,7
IN,2,2018,May,18,18
IN,2,2018,May,21,18
IN,2,2018,May,22,23
IN,2,2018,May,23,28
IN,2,2018,May,24,32
IN,2,2018,May,25,24
IN,2,2018,May,26,1
IN,2,2018,May,27,1
IN,2,2018,May,28,14
IN,2,2018,May,29,21
IN,2,2018,May,30,21
IN,2,2018,May,31,11
IN,2,2018,November,01,1
IN,2,2018,November,02,6
IN,2,2018,November,04,1
IN,2,2018,November,05,3
IN,2,2018,November,06,8
IN,2,2018,November,07,11
IN,2,2018,November,08,9
IN,2,2018,November,09,9
IN,2,2018,November,12,5
IN,2,2018,November,13,6
IN,2,2018,November,14,4
IN,2,2018,November,15,13
IN,2,2018,November,16,3
IN,2,2018,November,19,11
IN,2,2018,November,20,9
IN,2,2018,November,21,8
IN,2,2018,November,22,3
IN,2,2018,November,23,8
IN,2,2018,November,24,1
IN,2,2018,November,26,9
IN,2,2018,November,27,6
IN,2,2018,November,28,3
IN,2,2018,November,29,3
IN,2,2018,November,30,8
IN,2,2018,October,01,33
IN,2,2018,October,02,37
IN,2,2018,October,03,42
IN,2,2018,October,04,44
IN,2,2018,October,05,39
IN,2,2018,October,06,3
IN,2,2018,October,08,35
IN,2,2018,October,09,43
IN,2,2018,October,10,43
IN,2,2018,October,11,8
IN,2,2018,October,12,34
IN,2,2018,October,15,37
IN,2,2018,October,16,44
IN,2,2018,October,17,41
IN,2,2018,October,18,33
IN,2,2018,October,19,35
IN,2,2018,October,22,4
IN,2,2018,October,23,13
IN,2,2018,October,24,12
IN,2,2018,October,25,9
IN,2,2018,October,26,4
IN,2,2018,October,27,2
IN,2,2018,October,29,10
IN,2,2018,October,30,11
IN,2,2018,October,31,6
IN,2,2018,September,02,1
IN,2,2018,September,03,2
IN,2,2018,September,04,27
IN,2,2018,September,05,17
IN,2,2018,September,06,18
IN,2,2018,September,07,22
IN,2,2018,September,10,27
IN,2,2018,September,11,26
IN,2,2018,September,12,13
IN,2,2018,September,13,13
IN,2,2018,September,14,21
IN,2,2018,September,15,1
IN,2,2018,September,17,32
IN,2,2018,September,18,43
IN,2,2018,September,19,22
IN,2,2018,September,20,50
IN,2,2018,September,21,51
IN,2,2018,September,24,60
IN,2,2018,September,25,25
IN,2,2018,September,26,23
IN,2,2018,September,27,38
IN,2,2018,September,28,46
IN,2,2019,April,01,4
IN,2,2019,April,02,6
IN,2,2019,April,03,3
IN,2,2019,April,04,6
IN,2,2019,April,05,2
IN,2,2019,April,06,1
IN,2,2019,April,07,1
IN,2,2019,April,08,13
IN,2,2019,April,09,16
IN,2,2019,April,10,7
IN,2,2019,April,11,15
IN,2,2019,April,12,11
IN,2,2019,April,13,1
IN,2,2019,April,14,1
IN,2,2019,April,15,15
IN,2,2019,April,16,9
IN,2,2019,April,17,12
IN,2,2019,April,18,7
IN,2,2019,April,19,10
IN,2,2019,April,20,1
IN,2,2019,April,22,9
IN,2,2019,April,23,11
IN,2,2019,April,24,5
IN,2,2019,April,25,9
IN,2,2019,April,26,7
IN,2,2019,April,29,2
IN,2,2019,April,30,2
IN,2,2019,August,01,15
IN,2,2019,August,02,9
IN,2,2019,August,04,1
IN,2,2019,August,05,9
IN,2,2019,August,06,14
IN,2,2019,August,07,4
IN,2,2019,August,08,12
IN,2,2019,August,09,6
IN,2,2019,August,10,5
IN,2,2019,August,11,11
IN,2,2019,August,12,8
IN,2,2019,August,13,16
IN,2,2019,August,14,18
IN,2,2019,August,15,15
IN,2,2019,August,16,8
IN,2,2019,August,17,2
IN,2,2019,August,18,4
IN,2,2019,August,19,17
IN,2,2019,August,20,13
IN,2,2019,August,21,9
IN,2,2019,August,22,15
IN,2,2019,August,23,10
IN,2,2019,August,25,1
IN,2,2019,August,26,10
IN,2,2019,August,27,13
IN,2,2019,August,28,10
IN,2,2019,August,29,12
IN,2,2019,August,30,11
IN,2,2019,August,31,5
IN,2,2019,December,02,5
IN,2,2019,December,03,11
IN,2,2019,December,04,14
IN,2,2019,December,05,6
IN,2,2019,December,06,11
IN,2,2019,December,07,2
IN,2,2019,December,09,9
IN,2,2019,December,10,9
IN,2,2019,December,11,12
IN,2,2019,December,12,18
IN,2,2019,December,13,10
IN,2,2019,December,14,4
IN,2,2019,December,15,5
IN,2,2019,December,16,17
IN,2,2019,December,17,11
IN,2,2019,December,18,7
IN,2,2019,December,19,11
IN,2,2019,December,20,10
IN,2,2019,December,21,2
IN,2,2019,December,22,1
IN,2,2019,December,23,4
IN,2,2019,December,24,2
IN,2,2019,December,26,2
IN,2,2019,December,27,4
IN,2,2019,December,29,1
IN,2,2019,December,30,3
IN,2,2019,December,31,3
IN,2,2019,February,01,22
IN,2,2019,February,02,2
IN,2,2019,February,03,1
IN,2,2019,February,04,11
IN,2,2019,February,05,11
IN,2,2019,February,06,13
IN,2,2019,February,07,11
IN,2,2019,February,08,14
IN,2,2019,February,11,8
IN,2,2019,February,12,5
IN,2,2019,February,13,3
IN,2,2019,February,14,9
IN,2,2019,February,15,5
IN,2,2019,February,18,4
IN,2,2019,February,19,9
IN,2,2019,February,20,20
IN,2,2019,February,21,13
IN,2,2019,February,22,3
IN,2,2019,February,23,1
IN,2,2019,February,25,5
IN,2,2019,February,26,8
IN,2,2019,February,27,4
IN,2,2019,February,28,1
IN,2,2019,January,02,7
IN,2,2019,January,03,9
IN,2,2019,January,04,3
IN,2,2019,January,07,12
IN,2,2019,January,08,7
IN,2,2019,January,09,8
IN,2,2019,January,10,9
IN,2,2019,January,11,5
IN,2,2019,January,12,8
IN,2,2019,January,13,2
IN,2,2019,January,14,15
IN,2,2019,January,15,3
IN,2,2019,January,16,9
IN,2,2019,January,17,14
IN,2,2019,January,18,10
IN,2,2019,January,19,6
IN,2,2019,January,20,1
IN,2,2019,January,21,13
IN,2,2019,January,22,7
IN,2,2019,January,23,10
IN,2,2019,January,24,9
IN,2,2019,January,25,8
IN,2,2019,January,26,3
IN,2,2019,January,27,1
IN,2,2019,January,28,11
IN,2,2019,January,29,6
IN,2,2019,January,30,4
IN,2,2019,January,31,5
IN,2,2019,July,01,6
IN,2,2019,July,02,9
IN,2,2019,July,03,12
IN,2,2019,July,04,4
IN,2,2019,July,05,6
IN,2,2019,July,06,2
IN,2,2019,July,07,1
IN,2,2019,July,08,20
IN,2,2019,July,09,5
IN,2,2019,July,10,13
IN,2,2019,July,11,17
IN,2,2019,July,12,24
IN,2,2019,July,13,1
IN,2,2019,July,14,1
IN,2,2019,July,15,8
IN,2,2019,July,16,22
IN,2,2019,July,17,15
IN,2,2019,July,18,15
IN,2,2019,July,19,9
IN,2,2019,July,22,6
IN,2,2019,July,23,10
IN,2,2019,July,24,11
IN,2,2019,July,25,9
IN,2,2019,July,26,20
IN,2,2019,July,27,3
IN,2,2019,July,28,3
IN,2,2019,July,29,9
IN,2,2019,July,30,12
IN,2,2019,July,31,13
IN,2,2019,June,01,1
IN,2,2019,June,03,5
IN,2,2019,June,04,4
IN,2,2019,June,05,5
IN,2,2019,June,06,2
IN,2,2019,June,07,11
IN,2,2019,June,08,4
IN,2,2019,June,09,3
IN,2,2019,June,10,5
IN,2,2019,June,11,8
IN,2,2019,June,12,7
IN,2,2019,June,13,6
IN,2,2019,June,14,13
IN,2,2019,June,15,7
IN,2,2019,June,16,3
IN,2,2019,June,17,8
IN,2,2019,June,18,10
IN,2,2019,June,19,18
IN,2,2019,June,20,16
IN,2,2019,June,21,7
